category,best_cv_f1_score,test_accuracy,test_f1_real_review,test_precision_real_review,test_recall_real_review,test_f1_spam_review,test_precision_spam_review,test_recall_spam_review,best_params,training_time_minutes
Cell_Phones_and_Accessories,0.9146819810002548,0.9149942950771303,0.858462881228817,0.8358922164830411,0.8822862729089229,0.9392560625618929,0.9502682315778008,0.9284961984226059,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",19.864175669352214
Cell_Phones_and_Accessories,0.9146819810002548,0.9149942950771303,0.858462881228817,0.8358922164830411,0.8822862729089229,0.9392560625618929,0.9502682315778008,0.9284961984226059,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",18.15340563058853
Clothing_Shoes_and_Jewelry,0.9077777511671167,0.9036341356403634,0.7973679184016503,0.7206179872259624,0.8924152379323613,0.9367856159657346,0.9689811727318338,0.9066607303307931,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",33.675010255972545
Home_and_Kitchen,0.920033491049376,0.9176027990577876,0.8137499929158803,0.7626977297595904,0.872127065111759,0.9470998606027242,0.9654548885443074,0.929429735395075,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",23.323248636722564
Sports_and_Outdoors,0.9121826543178461,0.908046434758368,0.7688360878669814,0.6913560797023166,0.8658742835666635,0.9426084687099333,0.9695859859040898,0.9170915437042292,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",14.05486584107081
Toys_and_Games,0.9167659001569574,0.9122069559470042,0.7699453516063216,0.6859103235459136,0.877446655800948,0.9457525753101278,0.9738877773388217,0.9191973561949897,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",8.002682042121886
Electronics,0.9136390626228049,0.9127310319150481,0.8261179522119657,0.7937749288469413,0.8612086176257652,0.9417474444719603,0.9547805233700974,0.9290653859462731,"{'model__alpha': 1.5, 'preprocessor__text__max_features': 15000, 'preprocessor__text__ngram_range': (1, 2)}",39.14054028987884
