category,best_cv_f1_score,best_params,test_accuracy,test_f1_truth,test_precision_truth,training_time_minutes
Deceptency_bert_diplomacy,N/A,N/A,0.7099598686610726,0.822742474916388,0.9299395161290323,139.76673115094502
